id,iso,country,country_wide,adm1,adm1_eng_name,months,event,event_type,label,comment,source,source_date,source_link
170,['PHL'],['Philippines'],True,"PHL.1_1, PHL.2_1, PHL.3_1, PHL.4_1, PHL.5_1, PHL.6_1, PHL.7_1, PHL.8_1, PHL.9_1, PHL.10_1, PHL.11_1, PHL.12_1, PHL.13_1, PHL.14_1, PHL.15_1, PHL.16_1, PHL.17_1, PHL.18_1, PHL.19_1, PHL.20_1, PHL.21_1, PHL.22_1, PHL.23_1, PHL.24_1, PHL.25_1, PHL.26_1, PHL.27_1, PHL.28_1, PHL.29_1, PHL.30_1, PHL.31_1, PHL.32_1, PHL.33_1, PHL.34_1, PHL.35_1, PHL.36_1, PHL.37_1, PHL.38_1, PHL.39_1, PHL.40_1, PHL.41_1, PHL.42_1, PHL.43_1, PHL.44_1, PHL.45_1, PHL.46_1, PHL.47_1, PHL.48_1, PHL.49_1, PHL.50_1, PHL.51_1, PHL.52_1, PHL.53_1, PHL.54_1, PHL.55_1, PHL.56_1, PHL.57_1, PHL.58_1, PHL.59_1, PHL.60_1, PHL.61_1, PHL.62_1, PHL.63_1, PHL.64_1, PHL.65_1, PHL.66_1, PHL.67_1, PHL.68_1, PHL.69_1, PHL.70_1, PHL.71_1, PHL.72_1, PHL.73_1, PHL.74_1, PHL.75_1, PHL.76_1, PHL.77_1, PHL.78_1, PHL.79_1, PHL.80_1, PHL.81_1",,"['January', 'February', 'March', 'April']",['2nd harvest'],['Harvest'],['Rice'],Rice (Second) harvest season ,FAO,2021-04-07,https://www.fao.org/giews/countrybrief/country.jsp?code=PHL&lang=es
171,['PHL'],['Philippines'],True,"PHL.1_1, PHL.2_1, PHL.3_1, PHL.4_1, PHL.5_1, PHL.6_1, PHL.7_1, PHL.8_1, PHL.9_1, PHL.10_1, PHL.11_1, PHL.12_1, PHL.13_1, PHL.14_1, PHL.15_1, PHL.16_1, PHL.17_1, PHL.18_1, PHL.19_1, PHL.20_1, PHL.21_1, PHL.22_1, PHL.23_1, PHL.24_1, PHL.25_1, PHL.26_1, PHL.27_1, PHL.28_1, PHL.29_1, PHL.30_1, PHL.31_1, PHL.32_1, PHL.33_1, PHL.34_1, PHL.35_1, PHL.36_1, PHL.37_1, PHL.38_1, PHL.39_1, PHL.40_1, PHL.41_1, PHL.42_1, PHL.43_1, PHL.44_1, PHL.45_1, PHL.46_1, PHL.47_1, PHL.48_1, PHL.49_1, PHL.50_1, PHL.51_1, PHL.52_1, PHL.53_1, PHL.54_1, PHL.55_1, PHL.56_1, PHL.57_1, PHL.58_1, PHL.59_1, PHL.60_1, PHL.61_1, PHL.62_1, PHL.63_1, PHL.64_1, PHL.65_1, PHL.66_1, PHL.67_1, PHL.68_1, PHL.69_1, PHL.70_1, PHL.71_1, PHL.72_1, PHL.73_1, PHL.74_1, PHL.75_1, PHL.76_1, PHL.77_1, PHL.78_1, PHL.79_1, PHL.80_1, PHL.81_1",,"['April', 'May', 'June', 'July']",['Planting and growing'],['Planting and growing'],['Maize'],Maize (Main) sowing and growing season ,FAO,2021-04-07,https://www.fao.org/giews/countrybrief/country.jsp?code=PHL&lang=es
172,['PHL'],['Philippines'],True,"PHL.1_1, PHL.2_1, PHL.3_1, PHL.4_1, PHL.5_1, PHL.6_1, PHL.7_1, PHL.8_1, PHL.9_1, PHL.10_1, PHL.11_1, PHL.12_1, PHL.13_1, PHL.14_1, PHL.15_1, PHL.16_1, PHL.17_1, PHL.18_1, PHL.19_1, PHL.20_1, PHL.21_1, PHL.22_1, PHL.23_1, PHL.24_1, PHL.25_1, PHL.26_1, PHL.27_1, PHL.28_1, PHL.29_1, PHL.30_1, PHL.31_1, PHL.32_1, PHL.33_1, PHL.34_1, PHL.35_1, PHL.36_1, PHL.37_1, PHL.38_1, PHL.39_1, PHL.40_1, PHL.41_1, PHL.42_1, PHL.43_1, PHL.44_1, PHL.45_1, PHL.46_1, PHL.47_1, PHL.48_1, PHL.49_1, PHL.50_1, PHL.51_1, PHL.52_1, PHL.53_1, PHL.54_1, PHL.55_1, PHL.56_1, PHL.57_1, PHL.58_1, PHL.59_1, PHL.60_1, PHL.61_1, PHL.62_1, PHL.63_1, PHL.64_1, PHL.65_1, PHL.66_1, PHL.67_1, PHL.68_1, PHL.69_1, PHL.70_1, PHL.71_1, PHL.72_1, PHL.73_1, PHL.74_1, PHL.75_1, PHL.76_1, PHL.77_1, PHL.78_1, PHL.79_1, PHL.80_1, PHL.81_1",,"['March', 'April', 'May', 'June', 'July']",['Planting and growing'],['Planting and growing'],['Potato'],Potato sowing and growing season ,FAO,2021-04-07,https://www.fao.org/giews/countrybrief/country.jsp?code=PHL&lang=es
173,['PHL'],['Philippines'],True,"PHL.1_1, PHL.2_1, PHL.3_1, PHL.4_1, PHL.5_1, PHL.6_1, PHL.7_1, PHL.8_1, PHL.9_1, PHL.10_1, PHL.11_1, PHL.12_1, PHL.13_1, PHL.14_1, PHL.15_1, PHL.16_1, PHL.17_1, PHL.18_1, PHL.19_1, PHL.20_1, PHL.21_1, PHL.22_1, PHL.23_1, PHL.24_1, PHL.25_1, PHL.26_1, PHL.27_1, PHL.28_1, PHL.29_1, PHL.30_1, PHL.31_1, PHL.32_1, PHL.33_1, PHL.34_1, PHL.35_1, PHL.36_1, PHL.37_1, PHL.38_1, PHL.39_1, PHL.40_1, PHL.41_1, PHL.42_1, PHL.43_1, PHL.44_1, PHL.45_1, PHL.46_1, PHL.47_1, PHL.48_1, PHL.49_1, PHL.50_1, PHL.51_1, PHL.52_1, PHL.53_1, PHL.54_1, PHL.55_1, PHL.56_1, PHL.57_1, PHL.58_1, PHL.59_1, PHL.60_1, PHL.61_1, PHL.62_1, PHL.63_1, PHL.64_1, PHL.65_1, PHL.66_1, PHL.67_1, PHL.68_1, PHL.69_1, PHL.70_1, PHL.71_1, PHL.72_1, PHL.73_1, PHL.74_1, PHL.75_1, PHL.76_1, PHL.77_1, PHL.78_1, PHL.79_1, PHL.80_1, PHL.81_1",,"['October', 'November', 'December', 'January', 'February']",['Planting and growing'],['Planting and growing'],['Maize'],Maize (Second) sowing and growing season ,FAO,2021-04-07,https://www.fao.org/giews/countrybrief/country.jsp?code=PHL&lang=es
174,['PHL'],['Philippines'],True,"PHL.1_1, PHL.2_1, PHL.3_1, PHL.4_1, PHL.5_1, PHL.6_1, PHL.7_1, PHL.8_1, PHL.9_1, PHL.10_1, PHL.11_1, PHL.12_1, PHL.13_1, PHL.14_1, PHL.15_1, PHL.16_1, PHL.17_1, PHL.18_1, PHL.19_1, PHL.20_1, PHL.21_1, PHL.22_1, PHL.23_1, PHL.24_1, PHL.25_1, PHL.26_1, PHL.27_1, PHL.28_1, PHL.29_1, PHL.30_1, PHL.31_1, PHL.32_1, PHL.33_1, PHL.34_1, PHL.35_1, PHL.36_1, PHL.37_1, PHL.38_1, PHL.39_1, PHL.40_1, PHL.41_1, PHL.42_1, PHL.43_1, PHL.44_1, PHL.45_1, PHL.46_1, PHL.47_1, PHL.48_1, PHL.49_1, PHL.50_1, PHL.51_1, PHL.52_1, PHL.53_1, PHL.54_1, PHL.55_1, PHL.56_1, PHL.57_1, PHL.58_1, PHL.59_1, PHL.60_1, PHL.61_1, PHL.62_1, PHL.63_1, PHL.64_1, PHL.65_1, PHL.66_1, PHL.67_1, PHL.68_1, PHL.69_1, PHL.70_1, PHL.71_1, PHL.72_1, PHL.73_1, PHL.74_1, PHL.75_1, PHL.76_1, PHL.77_1, PHL.78_1, PHL.79_1, PHL.80_1, PHL.81_1",,"['April', 'May', 'June', 'July', 'August', 'September']",['Planting and growing'],['Planting and growing'],['Rice'],Rice (Main) sowing and growing season ,FAO,2021-04-07,https://www.fao.org/giews/countrybrief/country.jsp?code=PHL&lang=es
175,['PHL'],['Philippines'],True,"PHL.1_1, PHL.2_1, PHL.3_1, PHL.4_1, PHL.5_1, PHL.6_1, PHL.7_1, PHL.8_1, PHL.9_1, PHL.10_1, PHL.11_1, PHL.12_1, PHL.13_1, PHL.14_1, PHL.15_1, PHL.16_1, PHL.17_1, PHL.18_1, PHL.19_1, PHL.20_1, PHL.21_1, PHL.22_1, PHL.23_1, PHL.24_1, PHL.25_1, PHL.26_1, PHL.27_1, PHL.28_1, PHL.29_1, PHL.30_1, PHL.31_1, PHL.32_1, PHL.33_1, PHL.34_1, PHL.35_1, PHL.36_1, PHL.37_1, PHL.38_1, PHL.39_1, PHL.40_1, PHL.41_1, PHL.42_1, PHL.43_1, PHL.44_1, PHL.45_1, PHL.46_1, PHL.47_1, PHL.48_1, PHL.49_1, PHL.50_1, PHL.51_1, PHL.52_1, PHL.53_1, PHL.54_1, PHL.55_1, PHL.56_1, PHL.57_1, PHL.58_1, PHL.59_1, PHL.60_1, PHL.61_1, PHL.62_1, PHL.63_1, PHL.64_1, PHL.65_1, PHL.66_1, PHL.67_1, PHL.68_1, PHL.69_1, PHL.70_1, PHL.71_1, PHL.72_1, PHL.73_1, PHL.74_1, PHL.75_1, PHL.76_1, PHL.77_1, PHL.78_1, PHL.79_1, PHL.80_1, PHL.81_1",,"['October', 'November', 'December', 'January']",['Planting and growing'],['Planting and growing'],['Rice'],Rice (Second) sowing and growing season ,FAO,2021-04-07,https://www.fao.org/giews/countrybrief/country.jsp?code=PHL&lang=es
188,['BGD'],['Bangladesh'],True,"BGD.1_1, BGD.2_1, BGD.3_1, BGD.4_1, BGD.5_1, BGD.6_1, BGD.7_1, ""BGD.8_1 ",,"['November', 'December', 'January']",['1st/main harvest'],['Harvest'],['Rice'],Rice (Aman) harvest season ,FAO,2021-02-18,https://www.fao.org/giews/countrybrief/country/BGD/pdf/BGD.pdf
189,['BGD'],['Bangladesh'],True,"BGD.1_1, BGD.2_1, BGD.3_1, BGD.4_1, BGD.5_1, BGD.6_1, BGD.7_1, ""BGD.8_1 ",,"['June', 'July', 'August']",['2nd harvest'],['Harvest'],['Rice'],Rice (Aus) harvest season ,FAO,2021-02-18,https://www.fao.org/giews/countrybrief/country/BGD/pdf/BGD.pdf
190,['BGD'],['Bangladesh'],True,"BGD.1_1, BGD.2_1, BGD.3_1, BGD.4_1, BGD.5_1, BGD.6_1, BGD.7_1, ""BGD.8_1 ",,"['April', 'May']",['3rd harvest'],['Harvest'],['Rice'],Rice (Boro) harvest season ,FAO,2021-02-18,https://www.fao.org/giews/countrybrief/country/BGD/pdf/BGD.pdf
192,['BGD'],['Bangladesh'],True,"BGD.1_1, BGD.2_1, BGD.3_1, BGD.4_1, BGD.5_1, BGD.6_1, BGD.7_1, ""BGD.8_1 ",,"['March', 'April']",['1st/main harvest'],['Harvest'],['Wheat'],Wheat harvest season ,FAO,2021-02-18,https://www.fao.org/giews/countrybrief/country/BGD/pdf/BGD.pdf
194,['BGD'],['Bangladesh'],True,"BGD.1_1, BGD.2_1, BGD.3_1, BGD.4_1, BGD.5_1, BGD.6_1, BGD.7_1, ""BGD.8_1 ",,"['May', 'June', 'July', 'August', 'September', 'October']",['Planting and growing'],['Planting and growing'],['Rice'],Rice (Aman) sowing and growing season ,FAO,2021-02-18,https://www.fao.org/giews/countrybrief/country/BGD/pdf/BGD.pdf
195,['BGD'],['Bangladesh'],True,"BGD.1_1, BGD.2_1, BGD.3_1, BGD.4_1, BGD.5_1, BGD.6_1, BGD.7_1, ""BGD.8_1 ",,"['March', 'April', 'May', 'June']",['Planting and growing'],['Planting and growing'],['Rice'],Rice (Aus) sowing and growing season ,FAO,2021-02-18,https://www.fao.org/giews/countrybrief/country/BGD/pdf/BGD.pdf
196,['BGD'],['Bangladesh'],True,"BGD.1_1, BGD.2_1, BGD.3_1, BGD.4_1, BGD.5_1, BGD.6_1, BGD.7_1, ""BGD.8_1 ",,"['November', 'December', 'January', 'February', 'March', 'April']",['Planting and growing'],['Planting and growing'],['Rice'],Rice (Boro) sowing and growing season ,FAO,2021-02-18,https://www.fao.org/giews/countrybrief/country/BGD/pdf/BGD.pdf
198,['BGD'],['Bangladesh'],True,"BGD.1_1, BGD.2_1, BGD.3_1, BGD.4_1, BGD.5_1, BGD.6_1, BGD.7_1, ""BGD.8_1 ",,"['November', 'December', 'January', 'February', 'March']",['Planting and growing'],['Planting and growing'],['Wheat'],Wheat sowing and growing season ,FAO,2021-02-18,https://www.fao.org/giews/countrybrief/country/BGD/pdf/BGD.pdf
199,['BGD'],['Bangladesh'],True,"BGD.1_1, BGD.2_1, BGD.3_1, BGD.4_1, BGD.5_1, BGD.6_1, BGD.7_1, ""BGD.8_1 ",,"['March', 'April']",['Lean season'],['Lean season'],['Lean season'],Lean Season,FAO,2021-02-18,https://www.fao.org/giews/countrybrief/country/BGD/pdf/BGD.pdf
1992,['TUR'],['Turkey'],True,"TUR.1_1, TUR.2_1, TUR.3_1, TUR.4_1, TUR.5_1, TUR.6_1, TUR.7_1, TUR.8_1, TUR.9_1, TUR.10_1, TUR.11_1, TUR.12_1, TUR.13_1, TUR.14_1, TUR.15_1, TUR.16_1, TUR.17_1, TUR.18_1, TUR.19_1, TUR.20_1, TUR.21_1, TUR.22_1, TUR.23_1, TUR.24_1, TUR.25_1, TUR.26_1, TUR.27_1, TUR.28_1, TUR.29_1, TUR.30_1, TUR.31_1, TUR.32_1, TUR.33_1, TUR.34_1, TUR.35_1, TUR.36_1, TUR.37_1, TUR.38_1, TUR.39_1, TUR.40_1, TUR.41_1, TUR.42_1, TUR.43_1, TUR.44_1, TUR.45_1, TUR.46_1, TUR.47_1, TUR.48_1, TUR.49_1, TUR.50_1, TUR.51_1, TUR.52_1, TUR.53_1, TUR.54_1, TUR.55_1, TUR.56_1, TUR.57_1, TUR.58_1, TUR.59_1, TUR.60_1, TUR.61_1, TUR.62_1, TUR.63_1, TUR.64_1, TUR.65_1, TUR.66_1, TUR.67_1, TUR.68_1, TUR.69_1, TUR.70_1, TUR.71_1, TUR.72_1, TUR.73_1, TUR.74_1, TUR.75_1, TUR.76_1, TUR.77_1, TUR.78_1, TUR.79_1, TUR.80_1, TUR.81_1",,"['June', 'July']",['1st/main harvest'],['Harvest'],['Barley'],Barely harvest,USDA,2022-07-20,https://ipad.fas.usda.gov/rssiws/al/crop_calendar/metu.aspx
1993,['TUR'],['Turkey'],True,"TUR.1_1, TUR.2_1, TUR.3_1, TUR.4_1, TUR.5_1, TUR.6_1, TUR.7_1, TUR.8_1, TUR.9_1, TUR.10_1, TUR.11_1, TUR.12_1, TUR.13_1, TUR.14_1, TUR.15_1, TUR.16_1, TUR.17_1, TUR.18_1, TUR.19_1, TUR.20_1, TUR.21_1, TUR.22_1, TUR.23_1, TUR.24_1, TUR.25_1, TUR.26_1, TUR.27_1, TUR.28_1, TUR.29_1, TUR.30_1, TUR.31_1, TUR.32_1, TUR.33_1, TUR.34_1, TUR.35_1, TUR.36_1, TUR.37_1, TUR.38_1, TUR.39_1, TUR.40_1, TUR.41_1, TUR.42_1, TUR.43_1, TUR.44_1, TUR.45_1, TUR.46_1, TUR.47_1, TUR.48_1, TUR.49_1, TUR.50_1, TUR.51_1, TUR.52_1, TUR.53_1, TUR.54_1, TUR.55_1, TUR.56_1, TUR.57_1, TUR.58_1, TUR.59_1, TUR.60_1, TUR.61_1, TUR.62_1, TUR.63_1, TUR.64_1, TUR.65_1, TUR.66_1, TUR.67_1, TUR.68_1, TUR.69_1, TUR.70_1, TUR.71_1, TUR.72_1, TUR.73_1, TUR.74_1, TUR.75_1, TUR.76_1, TUR.77_1, TUR.78_1, TUR.79_1, TUR.80_1, TUR.81_1",,"['October', 'November']",['1st/main planting'],['Planting and growing'],['Barley'],Barely planting,USDA,2022-07-20,https://ipad.fas.usda.gov/rssiws/al/crop_calendar/metu.aspx
1994,['TUR'],['Turkey'],True,"TUR.1_1, TUR.2_1, TUR.3_1, TUR.4_1, TUR.5_1, TUR.6_1, TUR.7_1, TUR.8_1, TUR.9_1, TUR.10_1, TUR.11_1, TUR.12_1, TUR.13_1, TUR.14_1, TUR.15_1, TUR.16_1, TUR.17_1, TUR.18_1, TUR.19_1, TUR.20_1, TUR.21_1, TUR.22_1, TUR.23_1, TUR.24_1, TUR.25_1, TUR.26_1, TUR.27_1, TUR.28_1, TUR.29_1, TUR.30_1, TUR.31_1, TUR.32_1, TUR.33_1, TUR.34_1, TUR.35_1, TUR.36_1, TUR.37_1, TUR.38_1, TUR.39_1, TUR.40_1, TUR.41_1, TUR.42_1, TUR.43_1, TUR.44_1, TUR.45_1, TUR.46_1, TUR.47_1, TUR.48_1, TUR.49_1, TUR.50_1, TUR.51_1, TUR.52_1, TUR.53_1, TUR.54_1, TUR.55_1, TUR.56_1, TUR.57_1, TUR.58_1, TUR.59_1, TUR.60_1, TUR.61_1, TUR.62_1, TUR.63_1, TUR.64_1, TUR.65_1, TUR.66_1, TUR.67_1, TUR.68_1, TUR.69_1, TUR.70_1, TUR.71_1, TUR.72_1, TUR.73_1, TUR.74_1, TUR.75_1, TUR.76_1, TUR.77_1, TUR.78_1, TUR.79_1, TUR.80_1, TUR.81_1",,"['September', 'October']",['1st/main harvest'],['Harvest'],['Maize'],Corn harvest,USDA,2022-07-20,https://ipad.fas.usda.gov/rssiws/al/crop_calendar/metu.aspx
1995,['TUR'],['Turkey'],True,"TUR.1_1, TUR.2_1, TUR.3_1, TUR.4_1, TUR.5_1, TUR.6_1, TUR.7_1, TUR.8_1, TUR.9_1, TUR.10_1, TUR.11_1, TUR.12_1, TUR.13_1, TUR.14_1, TUR.15_1, TUR.16_1, TUR.17_1, TUR.18_1, TUR.19_1, TUR.20_1, TUR.21_1, TUR.22_1, TUR.23_1, TUR.24_1, TUR.25_1, TUR.26_1, TUR.27_1, TUR.28_1, TUR.29_1, TUR.30_1, TUR.31_1, TUR.32_1, TUR.33_1, TUR.34_1, TUR.35_1, TUR.36_1, TUR.37_1, TUR.38_1, TUR.39_1, TUR.40_1, TUR.41_1, TUR.42_1, TUR.43_1, TUR.44_1, TUR.45_1, TUR.46_1, TUR.47_1, TUR.48_1, TUR.49_1, TUR.50_1, TUR.51_1, TUR.52_1, TUR.53_1, TUR.54_1, TUR.55_1, TUR.56_1, TUR.57_1, TUR.58_1, TUR.59_1, TUR.60_1, TUR.61_1, TUR.62_1, TUR.63_1, TUR.64_1, TUR.65_1, TUR.66_1, TUR.67_1, TUR.68_1, TUR.69_1, TUR.70_1, TUR.71_1, TUR.72_1, TUR.73_1, TUR.74_1, TUR.75_1, TUR.76_1, TUR.77_1, TUR.78_1, TUR.79_1, TUR.80_1, TUR.81_1",,"['February', 'March', 'April']",['1st/main planting'],['Planting and growing'],['Maize'],Corn planting,USDA,2022-07-20,https://ipad.fas.usda.gov/rssiws/al/crop_calendar/metu.aspx
1996,['TUR'],['Turkey'],True,"TUR.1_1, TUR.2_1, TUR.3_1, TUR.4_1, TUR.5_1, TUR.6_1, TUR.7_1, TUR.8_1, TUR.9_1, TUR.10_1, TUR.11_1, TUR.12_1, TUR.13_1, TUR.14_1, TUR.15_1, TUR.16_1, TUR.17_1, TUR.18_1, TUR.19_1, TUR.20_1, TUR.21_1, TUR.22_1, TUR.23_1, TUR.24_1, TUR.25_1, TUR.26_1, TUR.27_1, TUR.28_1, TUR.29_1, TUR.30_1, TUR.31_1, TUR.32_1, TUR.33_1, TUR.34_1, TUR.35_1, TUR.36_1, TUR.37_1, TUR.38_1, TUR.39_1, TUR.40_1, TUR.41_1, TUR.42_1, TUR.43_1, TUR.44_1, TUR.45_1, TUR.46_1, TUR.47_1, TUR.48_1, TUR.49_1, TUR.50_1, TUR.51_1, TUR.52_1, TUR.53_1, TUR.54_1, TUR.55_1, TUR.56_1, TUR.57_1, TUR.58_1, TUR.59_1, TUR.60_1, TUR.61_1, TUR.62_1, TUR.63_1, TUR.64_1, TUR.65_1, TUR.66_1, TUR.67_1, TUR.68_1, TUR.69_1, TUR.70_1, TUR.71_1, TUR.72_1, TUR.73_1, TUR.74_1, TUR.75_1, TUR.76_1, TUR.77_1, TUR.78_1, TUR.79_1, TUR.80_1, TUR.81_1",,"['March', 'April', 'May', 'June']",['1st/main planting'],['Planting and growing'],['Cotton'],Cotton planting,USDA,2022-07-20,https://ipad.fas.usda.gov/rssiws/al/crop_calendar/metu.aspx
1997,['TUR'],['Turkey'],True,"TUR.1_1, TUR.2_1, TUR.3_1, TUR.4_1, TUR.5_1, TUR.6_1, TUR.7_1, TUR.8_1, TUR.9_1, TUR.10_1, TUR.11_1, TUR.12_1, TUR.13_1, TUR.14_1, TUR.15_1, TUR.16_1, TUR.17_1, TUR.18_1, TUR.19_1, TUR.20_1, TUR.21_1, TUR.22_1, TUR.23_1, TUR.24_1, TUR.25_1, TUR.26_1, TUR.27_1, TUR.28_1, TUR.29_1, TUR.30_1, TUR.31_1, TUR.32_1, TUR.33_1, TUR.34_1, TUR.35_1, TUR.36_1, TUR.37_1, TUR.38_1, TUR.39_1, TUR.40_1, TUR.41_1, TUR.42_1, TUR.43_1, TUR.44_1, TUR.45_1, TUR.46_1, TUR.47_1, TUR.48_1, TUR.49_1, TUR.50_1, TUR.51_1, TUR.52_1, TUR.53_1, TUR.54_1, TUR.55_1, TUR.56_1, TUR.57_1, TUR.58_1, TUR.59_1, TUR.60_1, TUR.61_1, TUR.62_1, TUR.63_1, TUR.64_1, TUR.65_1, TUR.66_1, TUR.67_1, TUR.68_1, TUR.69_1, TUR.70_1, TUR.71_1, TUR.72_1, TUR.73_1, TUR.74_1, TUR.75_1, TUR.76_1, TUR.77_1, TUR.78_1, TUR.79_1, TUR.80_1, TUR.81_1",,"['September', 'October', 'November']",['1st/main harvest'],['Harvest'],['Cotton'],Cotton harvest,USDA,2022-07-20,https://ipad.fas.usda.gov/rssiws/al/crop_calendar/metu.aspx
1998,['TUR'],['Turkey'],True,"TUR.1_1, TUR.2_1, TUR.3_1, TUR.4_1, TUR.5_1, TUR.6_1, TUR.7_1, TUR.8_1, TUR.9_1, TUR.10_1, TUR.11_1, TUR.12_1, TUR.13_1, TUR.14_1, TUR.15_1, TUR.16_1, TUR.17_1, TUR.18_1, TUR.19_1, TUR.20_1, TUR.21_1, TUR.22_1, TUR.23_1, TUR.24_1, TUR.25_1, TUR.26_1, TUR.27_1, TUR.28_1, TUR.29_1, TUR.30_1, TUR.31_1, TUR.32_1, TUR.33_1, TUR.34_1, TUR.35_1, TUR.36_1, TUR.37_1, TUR.38_1, TUR.39_1, TUR.40_1, TUR.41_1, TUR.42_1, TUR.43_1, TUR.44_1, TUR.45_1, TUR.46_1, TUR.47_1, TUR.48_1, TUR.49_1, TUR.50_1, TUR.51_1, TUR.52_1, TUR.53_1, TUR.54_1, TUR.55_1, TUR.56_1, TUR.57_1, TUR.58_1, TUR.59_1, TUR.60_1, TUR.61_1, TUR.62_1, TUR.63_1, TUR.64_1, TUR.65_1, TUR.66_1, TUR.67_1, TUR.68_1, TUR.69_1, TUR.70_1, TUR.71_1, TUR.72_1, TUR.73_1, TUR.74_1, TUR.75_1, TUR.76_1, TUR.77_1, TUR.78_1, TUR.79_1, TUR.80_1, TUR.81_1",,['April'],['1st/main planting'],['Planting and growing'],['Millet'],Millet planting,USDA,2022-07-20,https://ipad.fas.usda.gov/rssiws/al/crop_calendar/metu.aspx
1999,['TUR'],['Turkey'],True,"TUR.1_1, TUR.2_1, TUR.3_1, TUR.4_1, TUR.5_1, TUR.6_1, TUR.7_1, TUR.8_1, TUR.9_1, TUR.10_1, TUR.11_1, TUR.12_1, TUR.13_1, TUR.14_1, TUR.15_1, TUR.16_1, TUR.17_1, TUR.18_1, TUR.19_1, TUR.20_1, TUR.21_1, TUR.22_1, TUR.23_1, TUR.24_1, TUR.25_1, TUR.26_1, TUR.27_1, TUR.28_1, TUR.29_1, TUR.30_1, TUR.31_1, TUR.32_1, TUR.33_1, TUR.34_1, TUR.35_1, TUR.36_1, TUR.37_1, TUR.38_1, TUR.39_1, TUR.40_1, TUR.41_1, TUR.42_1, TUR.43_1, TUR.44_1, TUR.45_1, TUR.46_1, TUR.47_1, TUR.48_1, TUR.49_1, TUR.50_1, TUR.51_1, TUR.52_1, TUR.53_1, TUR.54_1, TUR.55_1, TUR.56_1, TUR.57_1, TUR.58_1, TUR.59_1, TUR.60_1, TUR.61_1, TUR.62_1, TUR.63_1, TUR.64_1, TUR.65_1, TUR.66_1, TUR.67_1, TUR.68_1, TUR.69_1, TUR.70_1, TUR.71_1, TUR.72_1, TUR.73_1, TUR.74_1, TUR.75_1, TUR.76_1, TUR.77_1, TUR.78_1, TUR.79_1, TUR.80_1, TUR.81_1",,['August'],['1st/main harvest'],['Harvest'],['Millet'],Millet harvest,USDA,2022-07-20,https://ipad.fas.usda.gov/rssiws/al/crop_calendar/metu.aspx
200,['BGD'],['Bangladesh'],True,"BGD.1_1, BGD.2_1, BGD.3_1, BGD.4_1, BGD.5_1, BGD.6_1, BGD.7_1, ""BGD.8_1 ",,"['June', 'July', 'August', 'September']",['Main wet/ Rainy/ Monsoon season'],['Seasonal hazard'],['Monsoon season'],Monsoon Season,FAO,2021-02-18,https://www.fao.org/giews/countrybrief/country/BGD/pdf/BGD.pdf
2000,['TUR'],['Turkey'],True,"TUR.1_1, TUR.2_1, TUR.3_1, TUR.4_1, TUR.5_1, TUR.6_1, TUR.7_1, TUR.8_1, TUR.9_1, TUR.10_1, TUR.11_1, TUR.12_1, TUR.13_1, TUR.14_1, TUR.15_1, TUR.16_1, TUR.17_1, TUR.18_1, TUR.19_1, TUR.20_1, TUR.21_1, TUR.22_1, TUR.23_1, TUR.24_1, TUR.25_1, TUR.26_1, TUR.27_1, TUR.28_1, TUR.29_1, TUR.30_1, TUR.31_1, TUR.32_1, TUR.33_1, TUR.34_1, TUR.35_1, TUR.36_1, TUR.37_1, TUR.38_1, TUR.39_1, TUR.40_1, TUR.41_1, TUR.42_1, TUR.43_1, TUR.44_1, TUR.45_1, TUR.46_1, TUR.47_1, TUR.48_1, TUR.49_1, TUR.50_1, TUR.51_1, TUR.52_1, TUR.53_1, TUR.54_1, TUR.55_1, TUR.56_1, TUR.57_1, TUR.58_1, TUR.59_1, TUR.60_1, TUR.61_1, TUR.62_1, TUR.63_1, TUR.64_1, TUR.65_1, TUR.66_1, TUR.67_1, TUR.68_1, TUR.69_1, TUR.70_1, TUR.71_1, TUR.72_1, TUR.73_1, TUR.74_1, TUR.75_1, TUR.76_1, TUR.77_1, TUR.78_1, TUR.79_1, TUR.80_1, TUR.81_1",,"['February', 'March', 'April']",['1st/main planting'],['Planting and growing'],['Oats'],Oats planting,USDA,2022-07-20,https://ipad.fas.usda.gov/rssiws/al/crop_calendar/metu.aspx
